"Contrast","logOR","OR","SE","CI_low_OR","CI_high_OR","P","N_samples","Zero_cells","Model_status","Detail","PG.ProteinGroups","Model","FDR"
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13201","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13201","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13201","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13214","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13214","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13214","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13217","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13217","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13217","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13228","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13228","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13228","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13237","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13237","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13237","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13247","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13247","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13247","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13283","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13283","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13283","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13316","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13316","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13316","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13404","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13404","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13404","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13418","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13418","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13418","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13421","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13421","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13421","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13423","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13423","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13423","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13442","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13442","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13442","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13444","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13444","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13444","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13477","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13477","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13477","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13526","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13526","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13526","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13561","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13561","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13561","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13576","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13576","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13576","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13586","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13586","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13586","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13609","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13609","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13609","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13617","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13617","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13617","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13618","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13618","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13618","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13630","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13630","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13630","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13642","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13642","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13642","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13740","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13740","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13740","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13790","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13790","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13790","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13795","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13795","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13795","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13822","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13822","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13822","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13835","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13835","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13835","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13867","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13867","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13867","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13884","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13884","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13884","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13885","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13885","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q13885","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14019","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14019","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14019","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14112","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14112","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14112","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14118","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14118","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14118","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14126","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14126","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14126","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14137","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14137","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14137","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14165","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14165","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14165","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14166","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14166","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14166","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14203","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14203","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14203","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14204","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14204","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14204","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14213","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14213","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14213","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14242","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14242","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14242","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14247","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14247","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14247","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14254","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14254","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14254","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14314","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14314","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14314","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14344","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14344","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14344","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14393","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14393","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14393","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14515","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14515","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14515","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14517","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14517","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14517","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14520","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14520","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14520","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14554","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14554","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14554","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14558","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14558","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14558","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14574","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14574","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14574","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14624","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14624","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14624","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14644","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14644","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14644","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14677","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14677","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14677","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14684","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14684","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14684","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14696","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14696","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14696","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14697","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14697","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14697","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14764","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14764","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14764","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14766","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14766","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14766","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14767","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14767","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14767","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14847","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14847","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14847","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14956","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14956","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14956","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14974","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14974","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14974","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14C86","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14C86","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q14C86","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15008","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15008","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15008","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15019","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15019","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15019","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15029","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15029","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15029","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15063","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15063","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15063","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15084","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15084","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15084","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15113","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15113","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15113","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15149","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15149","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15149","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15166","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15166","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15166","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15181","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15181","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15181","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15185","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15185","Age_sex",
"High_vs_Low",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15185","Age_sex",
"Low_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15223","Age_sex",
"High_vs_Control",,,,,,,0,,"age_sex_absent_or_below_90pct_complete","","Q15223","Age_sex",
